Instrument,expiration,strike_price,type,volume,open_interest,rho,theta,vega,gamma,net_delta,delta,last_price,bid_iv,bid_price,market_price,ask_price,ask_iv,underlying_price,tau,days,payoff
BTC,27-Sep-24,19000,C,,,71.78133,1.49957,5.02369,,,0.99578,,,0.7075,0.7094,0.711,97.31,62836,0.38630137,141,43836
BTC,27-Sep-24,19000,P,,134.5,1.25841,1.49957,5.02369,,,0.00422,0.0016,80.89,0.0006,0.0008,0.0012,88.25,62836,0.38630137,141,0
BTC,27-Sep-24,20000,C,,2.7,75.50683,1.57982,5.4664,,,0.99536,0.7155,,0.692,0.6942,0.696,95.42,62836,0.38630137,141,42836
BTC,27-Sep-24,20000,P,,97.6,1.37712,1.57982,5.4664,,,0.00464,0.0009,77.66,0.0006,0.0009,0.0013,85.66,62836,0.38630137,141,0
BTC,27-Sep-24,21000,C,,0.4,79.23192,1.65279,5.90926,,,0.99494,0.7217,,0.677,0.6789,0.681,93.44,62836,0.38630137,141,41836
BTC,27-Sep-24,21000,P,,29.1,1.49622,1.65279,5.90926,,,0.00506,0.0015,74.59,0.0006,0.0009,0.0014,83.15,62836,0.38630137,141,0
BTC,27-Sep-24,22000,C,,0.4,82.7808,1.90816,6.934,,,0.99394,0.7088,,0.6615,0.6637,0.6655,89.03,62836,0.38630137,141,40836
BTC,27-Sep-24,22000,P,,57.4,1.79154,1.90816,6.934,,,0.00606,0.0036,73.01,0.0007,0.0011,0.0016,81.43,62836,0.38630137,141,0
BTC,27-Sep-24,23000,C,,0.8,86.36215,2.10947,7.83738,,,0.99304,0.7025,,0.6465,0.6485,0.6505,87.19,62836,0.38630137,141,39836
BTC,27-Sep-24,23000,P,,163.1,2.05439,2.10947,7.83738,,,0.00696,0.0042,71.35,0.0008,0.0012,0.0018,79.65,62836,0.38630137,141,0
BTC,27-Sep-24,24000,C,,0.5,89.91131,2.3262,8.8322,,,0.99203,0.264,,0.6315,0.6334,0.6355,85.31,62836,0.38630137,141,38836
BTC,27-Sep-24,24000,P,,156.7,2.34942,2.3262,8.8322,,,0.00797,0.002,70.59,0.001,0.0014,0.0019,77.22,62836,0.38630137,141,0
BTC,27-Sep-24,25000,C,,26,93.39565,2.58751,10.01555,,,0.9908,0.6708,,0.616,0.6182,0.62,81.43,62836,0.38630137,141,37836
BTC,27-Sep-24,25000,P,,235.2,2.70928,2.58751,10.01555,,,0.0092,0.0018,69.56,0.0012,0.0016,0.0022,75.96,62836,0.38630137,141,0
BTC,27-Sep-24,26000,C,,4.3,96.71162,2.98523,11.68711,,,0.98902,0.6085,,0.601,0.6032,0.605,79.65,62836,0.38630137,141,36836
BTC,27-Sep-24,26000,P,,141.9,3.23751,2.98523,11.68711,,,0.01098,0.002,69.03,0.0015,0.0019,0.0024,74.08,62836,0.38630137,141,0
BTC,27-Sep-24,27000,C,,12.6,100.11376,3.27312,13.07187,,,0.98751,0.624,46.06,0.586,0.5882,0.59,77.85,62836,0.38630137,141,35836
BTC,27-Sep-24,27000,P,,70.3,3.67956,3.27312,13.07187,,,0.01249,0.0027,67.62,0.0017,0.0022,0.0027,72.64,62836,0.38630137,141,0
BTC,27-Sep-24,28000,C,,31.2,103.41891,3.62131,14.71416,,,0.98568,0.537,53.76,0.571,0.5731,0.575,76.02,62836,0.38630137,141,34836
BTC,27-Sep-24,28000,P,0.1,116.8,4.21861,3.62131,14.71416,,,0.01432,0.0033,67.16,0.0021,0.0025,0.003,71.13,62836,0.38630137,141,0
BTC,27-Sep-24,29000,C,0.7,15.5,106.58655,4.05684,16.70971,,,0.98339,0.513,55.65,0.556,0.5582,0.56,74.18,62836,0.38630137,141,33836
BTC,27-Sep-24,29000,P,,162.3,4.89517,4.05684,16.70971,,,0.01661,0.0031,68.45,0.003,0.0029,0.0034,69.92,62836,0.38630137,141,0
BTC,27-Sep-24,30000,C,,61.5,109.647,4.54448,18.95138,,,0.98075,0.552,56.23,0.541,0.5434,0.5455,73.66,62836,0.38630137,141,32836
BTC,27-Sep-24,30000,P,,260.6,5.67891,4.54448,18.95138,,,0.01925,0.0045,65.85,0.003,0.0034,0.0038,68.61,62836,0.38630137,141,0
BTC,27-Sep-24,31000,C,,21.3,112.80862,4.91037,20.8818,,,0.97841,0.5305,56.17,0.526,0.5284,0.5305,71.73,62836,0.38630137,141,31836
BTC,27-Sep-24,31000,P,2.5,148,6.36149,4.91037,20.8818,,,0.02159,0.005,64.39,0.0033,0.0038,0.0042,67.23,62836,0.38630137,141,0
BTC,27-Sep-24,32000,C,,43.4,115.74076,5.4194,23.36487,,,0.97533,0.519,57.99,0.5115,0.5136,0.5155,69.81,62836,0.38630137,141,30836
BTC,27-Sep-24,32000,P,,96.2,7.27355,5.4194,23.36487,,,0.02467,0.0046,64.09,0.004,0.0043,0.0049,66.57,62836,0.38630137,141,0
BTC,27-Sep-24,33000,C,1,41,118.56378,5.96541,26.06208,,,0.97189,0.483,57.02,0.4965,0.4989,0.501,68.95,62836,0.38630137,141,29836
BTC,27-Sep-24,33000,P,,159.7,8.29472,5.96541,26.06208,,,0.02811,0.006,63,0.0045,0.005,0.0055,65.5,62836,0.38630137,141,0
BTC,27-Sep-24,34000,C,,96.2,121.42136,6.43729,28.61817,,,0.96853,0.49,57.51,0.482,0.4842,0.4865,67.95,62836,0.38630137,141,28836
BTC,27-Sep-24,34000,P,10,68.5,9.28135,6.43729,28.61817,,,0.03147,0.0075,61.81,0.005,0.0056,0.006,64.11,62836,0.38630137,141,0
BTC,27-Sep-24,35000,C,2,639.5,123.83883,7.17359,32.13507,,,0.96377,0.457,57.53,0.4675,0.4698,0.472,66.84,62836,0.38630137,141,27836
BTC,27-Sep-24,35000,P,,184.6,10.70806,7.17359,32.13507,,,0.03623,0.0075,61.63,0.006,0.0065,0.007,63.66,62836,0.38630137,141,0
BTC,27-Sep-24,36000,C,,35.2,126.15816,7.91303,35.7641,,,0.95869,0.487,58.31,0.4535,0.4554,0.458,66.44,62836,0.38630137,141,26836
BTC,27-Sep-24,36000,P,,43.4,12.23293,7.91303,35.7641,,,0.04131,0.0075,61.18,0.007,0.0075,0.008,63.01,62836,0.38630137,141,0
BTC,27-Sep-24,37000,C,,70.2,128.44415,8.60763,39.36053,,,0.95348,0.487,57.65,0.439,0.4411,0.4435,65.11,62836,0.38630137,141,25836
BTC,27-Sep-24,37000,P,,45.7,13.79114,8.60763,39.36053,,,0.04652,0.0105,60.54,0.008,0.0085,0.009,62.19,62836,0.38630137,141,0
BTC,27-Sep-24,38000,C,,34.3,130.34882,9.48269,43.63017,,,0.94707,0.4415,58.52,0.4255,0.4271,0.4295,64.41,62836,0.38630137,141,24836
BTC,27-Sep-24,38000,P,10.1,101.9,15.73067,9.48269,43.63017,,,0.05293,0.0105,59.74,0.009,0.0098,0.0105,61.99,62836,0.38630137,141,0
BTC,27-Sep-24,39000,C,,35.8,132.17947,10.32431,47.90201,,,0.94041,0.4,58.19,0.4115,0.4131,0.4155,63.57,62836,0.38630137,141,23836
BTC,27-Sep-24,39000,P,,290.8,17.74422,10.32431,47.90201,,,0.05959,0.0115,59.52,0.0105,0.0112,0.012,61.56,62836,0.38630137,141,0
BTC,27-Sep-24,40000,C,,795.3,133.79144,11.21908,52.44021,0.00001,,0.93307,0.351,58.32,0.398,0.3994,0.402,63.2,62836,0.38630137,141,22836
BTC,27-Sep-24,40000,P,1,450.2,19.97644,11.21908,52.44021,0.00001,,0.06693,0.014,59.08,0.012,0.0128,0.0135,60.95,62836,0.38630137,141,0
BTC,27-Sep-24,41000,C,,54.9,135.19949,12.14857,57.18213,0.00001,,0.92509,0.352,58.17,0.3845,0.3858,0.3885,62.64,62836,0.38630137,141,21836
BTC,27-Sep-24,41000,P,,59.2,22.41259,12.14857,57.18213,0.00001,,0.07491,0.0155,59.05,0.014,0.0145,0.015,60.19,62836,0.38630137,141,0
BTC,27-Sep-24,42000,C,,23.1,136.32527,13.15084,62.22388,0.00001,,0.91624,0.338,57.8,0.371,0.3724,0.375,61.94,62836,0.38630137,141,20836
BTC,27-Sep-24,42000,P,0.1,40.4,25.13101,13.15084,62.22388,0.00001,,0.08376,0.0205,58.79,0.016,0.0165,0.017,59.84,62836,0.38630137,141,0
BTC,27-Sep-24,43000,C,,26.6,137.19566,14.19973,67.47155,0.00001,,0.90662,0.347,57.76,0.358,0.3593,0.362,61.58,62836,0.38630137,141,19836
BTC,27-Sep-24,43000,P,,43,28.10481,14.19973,67.47155,0.00001,,0.09338,0.02,58.34,0.018,0.0187,0.0195,59.79,62836,0.38630137,141,0
BTC,27-Sep-24,44000,C,,332.1,137.8072,15.28859,72.88628,0.00001,,0.89624,0.358,57.5,0.345,0.3465,0.349,61.05,62836,0.38630137,141,18836
BTC,27-Sep-24,44000,P,5,53.4,31.33748,15.28859,72.88628,0.00001,,0.10376,0.027,58.19,0.0205,0.0213,0.022,59.53,62836,0.38630137,141,0
BTC,27-Sep-24,45000,C,,219.1,138.10209,16.44215,78.50229,0.00001,,0.88495,0.2875,57.49,0.3325,0.334,0.3365,60.79,62836,0.38630137,141,17836
BTC,27-Sep-24,45000,P,0.2,81.4,34.88678,16.44215,78.50229,0.00001,,0.11505,0.025,58.26,0.0235,0.0241,0.025,59.5,62836,0.38630137,141,0
BTC,27-Sep-24,46000,C,,37.4,138.47322,17.43365,83.76668,0.00001,,0.87384,0.331,56.87,0.3195,0.3215,0.324,60.37,62836,0.38630137,141,16836
BTC,27-Sep-24,46000,P,32.3,86.9,38.35984,17.43365,83.76668,0.00001,,0.12616,0.028,57.73,0.026,0.0269,0.0275,58.9,62836,0.38630137,141,0
BTC,27-Sep-24,47000,C,,110.4,138.36691,18.56795,89.37618,0.00001,,0.8614,0.341,56.88,0.3075,0.3094,0.3115,59.8,62836,0.38630137,141,15836
BTC,27-Sep-24,47000,P,4,39.1,42.31035,18.56795,89.37618,0.00001,,0.1386,0.037,57.8,0.0295,0.0302,0.031,58.89,62836,0.38630137,141,0
BTC,27-Sep-24,48000,C,,44,138.11028,19.65741,94.87713,0.00001,,0.84854,0.354,56.69,0.2955,0.2976,0.3,59.78,62836,0.38630137,141,14836
BTC,27-Sep-24,48000,P,13,445.7,46.41118,19.65741,94.87713,0.00001,,0.15146,0.0415,57.67,0.033,0.0337,0.0345,58.7,62836,0.38630137,141,0
BTC,27-Sep-24,49000,C,,24.2,137.6535,20.7259,100.30754,0.00001,,0.83514,0.328,56.67,0.284,0.286,0.2885,59.59,62836,0.38630137,141,13836
BTC,27-Sep-24,49000,P,1.1,82.7,50.71216,20.7259,100.30754,0.00001,,0.16486,0.04,57.37,0.0365,0.0374,0.0385,58.67,62836,0.38630137,141,0
BTC,27-Sep-24,50000,C,,854.8,137.03677,21.74819,105.60627,0.00001,,0.8213,0.2775,56.77,0.273,0.2747,0.277,59.24,62836,0.38630137,141,12836
BTC,27-Sep-24,50000,P,77,553,55.17309,21.74819,105.60627,0.00001,,0.1787,0.052,57.23,0.0405,0.0414,0.042,58.16,62836,0.38630137,141,0
BTC,27-Sep-24,51000,C,,152.8,136.03805,22.84389,110.94101,0.00001,,0.80652,0.244,56.7,0.262,0.2639,0.266,59.05,62836,0.38630137,141,11836
BTC,27-Sep-24,51000,P,5,83.5,60.016,22.84389,110.94101,0.00001,,0.19348,0.05,57.23,0.045,0.0459,0.047,58.41,62836,0.38630137,141,0
BTC,27-Sep-24,52000,C,1.2,24.4,134.92921,23.86302,116.04098,0.00001,,0.79147,0.21,56.74,0.2515,0.2532,0.2555,58.99,62836,0.38630137,141,10836
BTC,27-Sep-24,52000,P,,193.5,64.96904,23.86302,116.04098,0.00001,,0.20853,0.0485,57.06,0.0495,0.0506,0.0515,58.19,62836,0.38630137,141,0
BTC,27-Sep-24,53000,C,2,38.1,133.59838,24.86767,120.97718,0.00001,,0.77591,0.2385,56.62,0.241,0.243,0.245,58.78,62836,0.38630137,141,9836
BTC,27-Sep-24,53000,P,,293.2,70.14406,24.86767,120.97718,0.00001,,0.22409,0.0586,57.02,0.0545,0.0557,0.0565,58.1,62836,0.38630137,141,0
BTC,27-Sep-24,54000,C,,34.1,132.09282,25.83317,125.69269,0.00001,,0.75999,0.1915,56.61,0.231,0.2331,0.235,58.69,62836,0.38630137,141,8836
BTC,27-Sep-24,54000,P,0.9,88.4,75.49382,25.83317,125.69269,0.00001,,0.24001,0.0665,57.08,0.06,0.0611,0.062,58.12,62836,0.38630137,141,0
BTC,27-Sep-24,55000,C,,391.1,130.43166,26.75105,130.1596,0.00001,,0.74375,0.192,56.71,0.2215,0.2234,0.2255,58.71,62836,0.38630137,141,7836
BTC,27-Sep-24,55000,P,10,473.5,80.99918,26.75105,130.1596,0.00001,,0.25625,0.077,56.99,0.0655,0.0669,0.0675,57.99,62836,0.38630137,141,0
BTC,27-Sep-24,56000,C,0.1,64.6,128.63352,27.6135,134.35601,0.00001,,0.72726,0.1735,56.64,0.212,0.2141,0.216,58.59,62836,0.38630137,141,6836
BTC,27-Sep-24,56000,P,,190.3,86.64152,27.6135,134.35601,0.00001,,0.27274,0.0885,57,0.0715,0.0729,0.0735,57.97,62836,0.38630137,141,0
BTC,27-Sep-24,57000,C,0.1,119.5,126.70987,28.41737,138.26761,0.00001,,0.71057,0.19,56.68,0.203,0.2051,0.207,58.57,62836,0.38630137,141,5836
BTC,27-Sep-24,57000,P,,99.5,92.40937,28.41737,138.26761,0.00001,,0.28943,0.0765,57.1,0.078,0.0792,0.08,58.05,62836,0.38630137,141,0
BTC,27-Sep-24,58000,C,,116.2,124.67332,29.15922,141.88274,0.00002,,0.69372,0.16,56.81,0.1945,0.1964,0.1985,58.65,62836,0.38630137,141,4836
BTC,27-Sep-24,58000,P,,48.7,98.29012,29.15922,141.88274,0.00002,,0.30628,0.0845,57.07,0.0845,0.0858,0.087,58.21,62836,0.38630137,141,0
BTC,27-Sep-24,59000,C,1,135.4,122.5326,29.8387,145.19348,0.00002,,0.67675,0.157,57.02,0.1865,0.188,0.19,58.59,62836,0.38630137,141,3836
BTC,27-Sep-24,59000,P,,63.5,104.27503,29.8387,145.19348,0.00002,,0.32325,0.105,57.12,0.0915,0.0927,0.094,58.24,62836,0.38630137,141,0
BTC,27-Sep-24,60000,C,0.4,1334.5,120.30338,30.45059,148.19315,0.00002,,0.6597,0.1745,56.88,0.178,0.1798,0.182,58.64,62836,0.38630137,141,2836
BTC,27-Sep-24,60000,P,1.4,538.7,110.34844,30.45059,148.19315,0.00002,,0.3403,0.104,57.05,0.0985,0.0999,0.101,58.15,62836,0.38630137,141,0
BTC,27-Sep-24,62000,C,1,321.4,115.52689,31.56049,153.24476,0.00002,,0.62552,0.1625,57.09,0.163,0.1647,0.1665,58.58,62836,0.38630137,141,836
BTC,27-Sep-24,62000,P,0.8,123.4,122.81333,31.56049,153.24476,0.00002,,0.37448,0.135,57.18,0.114,0.1154,0.1165,58.24,62836,0.38630137,141,0
BTC,27-Sep-24,65000,C,13.4,1255.9,107.97861,32.76174,158.44585,0.00002,,0.57488,0.1375,57.35,0.1425,0.1441,0.146,58.79,62836,0.38630137,141,0
BTC,27-Sep-24,65000,P,,414,141.8942,32.76174,158.44585,0.00002,,0.42512,0.141,57.44,0.1395,0.1409,0.1425,58.67,62836,0.38630137,141,2164
BTC,27-Sep-24,70000,C,0.3,827.2,95.03905,33.77969,161.28348,0.00002,,0.49508,0.112,58.19,0.1145,0.116,0.117,59.2,62836,0.38630137,141,0
BTC,27-Sep-24,70000,P,78,221.7,174.05474,33.77969,161.28348,0.00002,,0.50492,0.1905,57.8,0.187,0.1894,0.1905,59.21,62836,0.38630137,141,7164
BTC,27-Sep-24,75000,C,7.1,910,82.55069,33.45685,158.21965,0.00002,,0.42221,0.0925,58.76,0.0915,0.0929,0.0935,59.59,62836,0.38630137,141,0
BTC,27-Sep-24,75000,P,,145,205.76409,33.45685,158.21965,0.00002,,0.57779,0.359,58.09,0.24,0.243,0.2445,59.94,62836,0.38630137,141,12164
BTC,27-Sep-24,80000,C,8.1,1052,71.06677,32.30803,151.00982,0.00002,,0.35829,0.0675,59.48,0.0735,0.0748,0.0755,60.34,62836,0.38630137,141,0
BTC,27-Sep-24,80000,P,,42.9,236.469,32.30803,151.00982,0.00002,,0.64171,0.4115,56.95,0.2945,0.3016,0.306,61.93,62836,0.38630137,141,17164
BTC,27-Sep-24,85000,C,21.8,557.9,60.79581,30.5315,141.17434,0.00001,,0.30285,0.054,60.08,0.059,0.0603,0.061,61,62836,0.38630137,141,0
BTC,27-Sep-24,85000,P,,9.8,265.96094,30.5315,141.17434,0.00001,,0.69715,0.3545,57.03,0.356,0.3638,0.369,63.06,62836,0.38630137,141,22164
BTC,27-Sep-24,90000,C,61.2,2030.4,51.84389,28.43146,130.01769,0.00001,,0.25572,0.0485,60.91,0.048,0.0489,0.0495,61.67,62836,0.38630137,141,0
BTC,27-Sep-24,90000,P,,7.7,294.13385,28.43146,130.01769,0.00001,,0.74428,0.5675,57.22,0.421,0.429,0.434,63.81,62836,0.38630137,141,27164
BTC,27-Sep-24,95000,C,2.4,477,44.30421,26.31973,118.73466,0.00001,,0.21689,0.04,61.85,0.0395,0.0402,0.0405,62.4,62836,0.38630137,141,0
BTC,27-Sep-24,95000,P,,1.3,320.89452,26.31973,118.73466,0.00001,,0.78311,0.645,,0.0002,0.497,,,62836,0.38630137,141,32164
BTC,27-Sep-24,100000,C,0.9,1649.3,37.98018,24.25339,107.85469,0.00001,,0.18481,0.033,62.62,0.0325,0.0333,0.034,63.52,62836,0.38630137,141,0
BTC,27-Sep-24,100000,P,,12.5,346.43953,24.25339,107.85469,0.00001,,0.81519,0.7235,,0.0001,0.5668,,,62836,0.38630137,141,37164
BTC,27-Sep-24,105000,C,,251.6,32.68126,22.27982,97.66599,0.00001,,0.15825,0.027,63.43,0.027,0.0279,0.0285,64.43,62836,0.38630137,141,0
BTC,27-Sep-24,105000,P,,1,370.95943,22.27982,97.66599,0.00001,,0.84175,0.807,,0.0001,0.638,,,62836,0.38630137,141,42164
BTC,27-Sep-24,110000,C,0.1,1034.6,28.3748,20.55253,88.63447,0.00001,,0.13692,0.024,64.53,0.023,0.0237,0.0245,65.64,62836,0.38630137,141,0
BTC,27-Sep-24,110000,P,,2.7,394.48688,20.55253,88.63447,0.00001,,0.86308,0.615,,,0.7106,,,62836,0.38630137,141,47164
BTC,27-Sep-24,115000,C,,435.6,24.68581,18.8841,80.27216,0.00001,,0.11873,0.0195,65.4,0.0195,0.0203,0.021,66.62,62836,0.38630137,141,0
BTC,27-Sep-24,115000,P,,22.1,417.39686,18.8841,80.27216,0.00001,,0.88127,0.55,,,0.7838,,,62836,0.38630137,141,52164
BTC,27-Sep-24,120000,C,0.5,658.3,21.55918,17.33667,72.70046,0.00001,,0.10339,0.016,66.11,0.0165,0.0174,0.018,67.46,62836,0.38630137,141,0
BTC,27-Sep-24,120000,P,,0.2,439.74447,17.33667,72.70046,0.00001,,0.89661,0.666,59.68,0.8505,0.8576,0.8675,74.83,62836,0.38630137,141,57164
BTC,27-Sep-24,125000,C,,150.8,18.9932,16.00303,66.14219,0.00001,,0.0909,0.0135,67.27,0.0145,0.0151,0.0155,68.26,62836,0.38630137,141,0
BTC,27-Sep-24,125000,P,,,461.53144,16.00303,66.14219,0.00001,,0.9091,1.828,59.81,0.925,0.932,0.9425,76.88,62836,0.38630137,141,62164
BTC,27-Sep-24,130000,C,,582.3,16.86635,14.84438,60.44729,0.00001,,0.0806,0.0135,68.02,0.0125,0.0133,0.014,69.64,62836,0.38630137,141,0
BTC,27-Sep-24,130000,P,,0.1,482.87928,14.84438,60.44729,0.00001,,0.9194,1.79,,,1.0068,,,62836,0.38630137,141,67164
BTC,27-Sep-24,140000,C,2.1,922.2,13.53066,12.88056,50.97164,,,0.06452,0.0095,70.2,0.01,0.0105,0.011,71.49,62836,0.38630137,141,0
BTC,27-Sep-24,140000,P,,,524.65693,12.88056,50.97164,,,0.93548,2.021,59.1,1.1505,1.1574,1.169,82.76,62836,0.38630137,141,77164
BTC,27-Sep-24,160000,C,4.3,719.9,9.15046,9.90773,37.30359,,,0.04352,0.007,73.61,0.0065,0.007,0.0075,75.36,62836,0.38630137,141,0
BTC,27-Sep-24,160000,P,,,605.92108,9.90773,37.30359,,,0.95648,2.51,,,1.4606,,,62836,0.38630137,141,97164
BTC,27-Sep-24,180000,C,13,282.7,6.53173,7.83341,28.28271,,,0.03102,0.0048,76.37,0.0044,0.005,0.0055,78.92,62836,0.38630137,141,0
BTC,27-Sep-24,180000,P,,,685.42375,7.83341,28.28271,,,0.96898,2.96,,,1.7652,,,62836,0.38630137,141,117164
BTC,27-Sep-24,200000,C,,186.8,4.88997,6.37978,22.20153,,,0.02321,0.0035,79.4,0.0033,0.0037,0.0041,81.76,62836,0.38630137,141,0
BTC,27-Sep-24,200000,P,,,763.94945,6.37978,22.20153,,,0.97679,,,,2.0707,,,62836,0.38630137,141,137164
BTC,27-Sep-24,240000,C,,153.4,2.70377,4.00239,13.33008,,,0.01277,0.0025,82.21,0.0016,0.002,0.0027,87.38,62836,0.38630137,141,0
BTC,27-Sep-24,240000,P,,,919.90354,4.00239,13.33008,,,0.98723,,,,2.6823,,,62836,0.38630137,141,177164
BTC,27-Dec-24,10000,C,,,62.14339,0.78887,3.75771,,,0.99774,,,0.848,0.8505,0.852,113.74,62836,0.635616438,232,52836
BTC,27-Dec-24,10000,P,,80.1,1.23009,0.78887,3.75771,,,0.00226,0.0005,91.84,0.0004,0.0007,0.001,102.39,62836,0.635616438,232,0
BTC,27-Dec-24,15000,C,,1.4,92.72282,1.21543,6.88254,,,0.99557,0.792,,0.7735,0.7759,0.778,95.38,62836,0.635616438,232,47836
BTC,27-Dec-24,15000,P,,97.7,2.3374,1.21543,6.88254,,,0.00443,0.0015,79.55,0.0009,0.0011,0.0015,85.12,62836,0.635616438,232,0
BTC,27-Dec-24,20000,C,,3.3,121.73437,2.16688,13.59398,,,0.99044,0.735,,0.6995,0.7021,0.704,81.52,62836,0.635616438,232,42836
BTC,27-Dec-24,20000,P,,78.8,5.01259,2.16688,13.59398,,,0.00956,0.0028,72.68,0.0021,0.0023,0.003,76.85,62836,0.635616438,232,0
BTC,27-Dec-24,25000,C,,3.9,148.02809,3.79535,25.43834,,,0.98022,0.6856,60.85,0.627,0.6296,0.6315,73.64,62836,0.635616438,232,37836
BTC,27-Dec-24,25000,P,,281.7,10.40561,3.79535,25.43834,,,0.01978,0.0065,66.33,0.0039,0.0049,0.006,71.82,62836,0.635616438,232,0
BTC,27-Dec-24,28000,C,,,161.82951,5.16935,35.59826,,,0.97048,0.4685,61.69,0.5845,0.5871,0.589,70.48,62836,0.635616438,232,34836
BTC,27-Dec-24,28000,P,,173,15.61623,5.16935,35.59826,,,0.02952,0.0085,66.27,0.007,0.0075,0.0085,69.03,62836,0.635616438,232,0
BTC,27-Dec-24,29000,C,,4.3,166.49119,5.53936,38.74356,,,0.9673,0.5315,61.64,0.5705,0.5729,0.575,69.54,62836,0.635616438,232,33836
BTC,27-Dec-24,29000,P,,56.1,17.29189,5.53936,38.74356,,,0.0327,0.01,63.87,0.007,0.0083,0.0095,68.19,62836,0.635616438,232,0
BTC,27-Dec-24,30000,C,0.1,11,170.61095,6.0546,42.7091,,,0.96318,0.547,61.33,0.5565,0.559,0.5615,69.22,62836,0.635616438,232,32836
BTC,27-Dec-24,30000,P,,113.2,19.50949,6.0546,42.7091,,,0.03682,0.01,64.15,0.0085,0.0094,0.0105,67.25,62836,0.635616438,232,0
BTC,27-Dec-24,31000,C,,2.8,174.06432,6.74165,47.60022,,,0.95793,0.475,61.65,0.543,0.5456,0.5475,68.09,62836,0.635616438,232,31836
BTC,27-Dec-24,31000,P,1,25.4,22.39347,6.74165,47.60022,,,0.04207,0.011,64.12,0.01,0.011,0.012,66.92,62836,0.635616438,232,0
BTC,27-Dec-24,32000,C,,0.1,177.94597,7.24715,51.71329,,,0.95338,0.503,61.66,0.5295,0.5318,0.534,67.51,62836,0.635616438,232,30836
BTC,27-Dec-24,32000,P,0.3,25.3,24.84916,7.24715,51.71329,,,0.04662,0.0135,63.86,0.0115,0.0122,0.0135,66.41,62836,0.635616438,232,0
BTC,27-Dec-24,33000,C,,0.5,181.42609,7.83276,56.30465,,,0.94814,0.6125,62.09,0.5165,0.5184,0.5205,66.81,62836,0.635616438,232,29836
BTC,27-Dec-24,33000,P,,26,27.70638,7.83276,56.30465,,,0.05186,0.022,62.82,0.0125,0.0138,0.015,65.78,62836,0.635616438,232,0
BTC,27-Dec-24,34000,C,,1.7,184.66731,8.44272,61.10262,,,0.94249,0.4595,62.22,0.5035,0.505,0.5075,66.53,62836,0.635616438,232,28836
BTC,27-Dec-24,34000,P,,38.5,30.80252,8.44272,61.10262,,,0.05751,0.016,62.87,0.0145,0.0155,0.0165,65.04,62836,0.635616438,232,0
BTC,27-Dec-24,35000,C,,,187.23942,9.19762,66.63206,,,0.93575,0.369,61.6,0.49,0.4922,0.4945,66.1,62836,0.635616438,232,27836
BTC,27-Dec-24,35000,P,,265.6,34.56775,9.19762,66.63206,,,0.06425,0.0175,62.71,0.0165,0.0176,0.019,65.2,62836,0.635616438,232,0
BTC,27-Dec-24,36000,C,,1.6,190.00462,9.84193,71.74459,,,0.9293,0.573,61.86,0.4775,0.4792,0.4815,65.55,62836,0.635616438,232,26836
BTC,27-Dec-24,36000,P,0.1,42,38.1399,9.84193,71.74459,,,0.0707,0.023,62.38,0.0185,0.0197,0.021,64.7,62836,0.635616438,232,0
BTC,27-Dec-24,37000,C,,,192.23653,10.58189,77.33367,,,0.922,0.307,61.45,0.4645,0.4666,0.4685,64.9,62836,0.635616438,232,25836
BTC,27-Dec-24,37000,P,,45.1,42.24534,10.58189,77.33367,,,0.078,0.023,62.36,0.021,0.0221,0.0235,64.51,62836,0.635616438,232,0
BTC,27-Dec-24,38000,C,,0.2,194.37615,11.28948,82.8438,,,0.91455,0.445,61.34,0.452,0.4541,0.456,64.56,62836,0.635616438,232,24836
BTC,27-Dec-24,38000,P,0.1,143.3,46.44306,11.28948,82.8438,,,0.08545,0.0275,62.18,0.0235,0.0246,0.026,64.18,62836,0.635616438,232,0
BTC,27-Dec-24,39000,C,,0.2,196.38208,11.97527,88.32326,0.00001,,0.90687,0.531,61.46,0.44,0.4417,0.444,64.47,62836,0.635616438,232,23836
BTC,27-Dec-24,39000,P,,27.9,50.77449,11.97527,88.32326,0.00001,,0.09313,0.029,61.85,0.026,0.0271,0.0285,63.74,62836,0.635616438,232,0
BTC,27-Dec-24,40000,C,0.2,29.8,197.95638,12.71696,94.06039,0.00001,,0.89853,0.416,61.05,0.4275,0.4296,0.432,64.23,62836,0.635616438,232,22836
BTC,27-Dec-24,40000,P,0.1,353.3,55.53753,12.71696,94.06039,0.00001,,0.10147,0.03,61.77,0.029,0.0301,0.0315,63.54,62836,0.635616438,232,0
BTC,27-Dec-24,41000,C,,11.2,199.38684,13.43484,99.73829,0.00001,,0.88996,0.4095,61.22,0.416,0.4176,0.42,63.88,62836,0.635616438,232,21836
BTC,27-Dec-24,41000,P,,22.9,60.44442,13.43484,99.73829,0.00001,,0.11004,0.035,61.55,0.032,0.0331,0.0345,63.22,62836,0.635616438,232,0
BTC,27-Dec-24,42000,C,,10.8,200.61143,14.14386,105.40726,0.00001,,0.88107,0.365,60.9,0.404,0.4058,0.4085,63.74,62836,0.635616438,232,20836
BTC,27-Dec-24,42000,P,,46,65.55718,14.14386,105.40726,0.00001,,0.11893,0.039,61.53,0.0355,0.0364,0.0375,62.79,62836,0.635616438,232,0
BTC,27-Dec-24,43000,C,,8.7,201.52713,14.8688,111.13688,0.00001,,0.87173,0.3655,60.79,0.3925,0.3943,0.397,63.48,62836,0.635616438,232,19836
